Time,Flow_sensor_1,Flow_sensor_2,Flow_sensor_3,Pump_2,Pump_4,Pump_5,Pump_6,Tank_1,Tank_4,Tank_5,Tank_6,Tank_7,Tank_8,Valv_20,Valv_22
18:52:41,0,0,0,True,False,False,False,38,0,1,0,0,143,False,True
18:52:42,0,0,0,True,False,False,False,92,0,2,0,0,143,False,True
18:52:43,0,0,0,True,False,False,False,145,0,3,0,0,138,False,True
18:52:44,0,0,0,True,False,False,False,192,0,3,0,0,132,False,True
18:52:45,0,0,0,True,False,False,False,234,0,1,0,0,127,False,True
18:52:46,0,0,0,True,False,False,False,265,0,2,0,0,122,False,True
18:52:47,0,0,0,True,False,False,False,305,0,2,0,0,122,False,True
18:52:48,0,0,0,True,False,False,False,329,0,2,0,0,112,False,True
18:52:49,0,0,0,True,False,False,False,370,0,3,0,0,108,False,True
18:52:50,0,0,0,True,False,False,False,393,0,2,0,0,108,False,True
18:52:51,0,0,0,True,False,False,False,432,0,1,0,0,99,False,True
18:52:52,0,0,0,True,False,False,False,471,0,2,0,0,99,False,True
18:52:53,0,0,0,True,False,False,False,475,0,2,0,0,94,False,True
18:52:54,0,0,0,True,False,False,False,526,0,3,0,0,90,False,True
18:52:55,0,0,0,True,False,False,False,541,0,2,0,0,86,False,True
18:52:56,0,0,0,True,False,False,False,587,0,3,0,0,81,False,True
18:52:57,0,0,0,True,False,False,False,604,0,2,0,0,77,False,True
18:52:58,0,0,0,True,False,False,False,629,0,2,0,0,77,False,True
18:52:59,0,0,0,True,False,False,False,661,0,2,0,0,70,False,True
18:53:00,0,0,0,True,False,False,False,681,0,2,0,0,70,False,True
18:53:01,0,0,0,True,False,False,False,732,0,2,0,0,66,False,True
18:53:02,0,0,0,True,False,False,False,751,0,2,0,0,62,False,True
18:53:03,0,0,0,True,False,False,False,781,0,2,0,0,59,False,True
18:53:04,0,0,0,True,False,False,False,808,0,2,0,0,55,False,True
18:53:05,0,0,0,True,False,False,False,847,0,2,0,0,52,False,True
18:53:06,0,0,0,True,False,False,False,863,0,2,0,0,52,False,True
18:53:07,0,0,0,True,False,False,False,903,0,3,0,0,49,False,True
18:53:08,0,0,0,True,False,False,False,931,0,2,0,0,46,False,True
18:53:09,0,0,0,True,False,False,False,960,0,2,0,0,43,False,True
18:53:10,0,0,0,True,False,False,False,979,0,2,0,0,40,False,True
18:53:11,0,0,0,True,False,False,False,1008,0,3,0,0,37,False,True
18:53:12,0,0,0,True,False,False,False,1042,0,2,0,0,37,False,True
18:53:13,0,0,0,True,False,False,False,1063,0,2,0,0,34,False,True
18:53:14,0,0,0,True,False,False,False,1096,0,2,0,0,32,False,True
18:53:15,0,0,0,True,False,False,False,1126,0,2,0,0,29,False,True
18:53:16,0,0,0,True,False,False,False,1162,0,2,0,0,27,False,True
18:53:17,0,0,0,True,False,False,False,1173,0,2,0,0,24,False,True
18:53:18,0,0,0,True,False,False,False,1206,0,2,0,0,24,False,True
18:53:19,0,0,0,True,False,False,False,1228,0,2,0,0,20,False,True
18:53:20,0,0,0,True,False,False,False,1252,0,2,0,0,18,False,True
18:53:21,0,0,0,True,False,False,False,1293,0,1,0,0,18,False,True
18:53:22,0,0,0,True,False,False,False,1335,0,1,0,0,16,False,True
18:53:23,0,0,0,True,False,False,False,1342,0,2,0,0,14,False,True
18:53:24,0,0,0,True,False,False,False,1374,0,2,0,0,13,False,True
18:53:25,0,0,0,True,False,False,False,1410,0,2,0,0,11,False,True
18:53:26,0,0,0,True,False,False,False,1431,0,2,0,0,9,False,True
18:53:27,0,0,0,True,False,False,False,1470,0,3,0,0,8,False,True
18:53:28,0,0,0,True,False,False,False,1484,0,2,0,0,7,False,True
18:53:29,0,0,0,True,False,False,False,1520,0,1,0,0,7,False,True
18:53:30,0,0,0,True,False,False,False,1557,0,2,0,0,6,False,True
18:53:31,0,0,0,True,False,False,False,1587,0,2,0,0,3,False,True
18:53:32,0,0,0,True,False,False,False,1610,0,2,0,0,3,False,True
18:53:33,0,0,0,True,False,False,False,1632,0,2,0,0,3,False,True
18:53:34,0,0,0,True,False,False,False,1667,0,2,0,0,2,False,True
18:53:35,0,0,0,True,False,False,False,1684,0,3,0,0,1,False,True
18:53:36,0,0,0,True,False,False,False,1725,0,2,0,0,1,False,True
18:53:37,0,0,0,True,False,False,False,1750,0,1,0,0,1,False,True
18:53:38,0,0,0,True,False,False,False,1789,0,2,0,0,0,False,True
18:53:39,0,0,0,True,False,False,False,1815,0,2,0,0,0,False,True
18:53:40,0,0,0,True,False,False,False,1837,0,2,0,0,0,False,True
18:53:41,0,0,0,True,False,False,False,1871,0,2,0,0,0,False,False
18:53:42,0,0,0,True,False,False,False,1897,0,2,0,0,0,False,False
18:53:43,0,0,0,True,False,False,False,1920,0,2,0,0,0,False,False
18:53:44,0,0,0,True,False,False,False,1952,0,2,0,0,0,False,False
18:53:45,0,0,0,True,False,False,False,1984,0,2,0,0,0,False,False
18:53:46,0,0,0,False,True,False,False,1998,0,3,0,0,0,False,False
18:53:47,0,0,0,False,True,False,False,1980,0,0,0,0,0,False,False
18:53:48,0,0,0,False,True,False,False,1966,0,41,0,0,0,False,False
18:53:49,0,0,0,False,True,False,False,1953,0,53,0,0,0,False,False
18:53:50,0,0,0,False,True,False,False,1935,0,90,0,0,0,False,False
18:53:51,0,0,0,False,True,False,False,1923,0,97,0,0,0,False,False
18:53:52,0,0,0,False,True,False,False,1905,0,119,0,0,0,False,False
18:53:53,0,0,0,False,True,False,False,1892,0,149,0,0,0,False,False
18:53:54,0,0,0,False,True,False,False,1876,0,137,0,0,0,False,False
18:53:55,0,0,0,False,True,False,False,1863,0,173,0,0,0,False,False
18:53:56,0,0,0,False,True,False,False,1845,0,180,0,0,0,False,False
18:53:57,0,0,0,False,True,False,False,1832,0,179,0,0,0,False,False
18:53:58,0,0,0,False,True,False,False,1818,0,199,0,0,0,False,False
18:53:59,0,0,0,False,True,False,False,1803,0,214,0,0,0,False,False
18:54:00,0,0,0,False,True,False,False,1788,0,243,0,0,0,False,False
18:54:01,0,0,0,False,True,False,False,1770,0,253,0,0,0,False,False
18:54:02,0,0,0,False,True,False,False,1758,0,252,0,0,0,False,False
18:54:03,0,0,0,False,True,False,False,1741,0,272,0,0,0,False,False
18:54:04,0,0,0,False,True,False,False,1726,0,277,0,0,0,False,False
18:54:05,0,0,0,False,True,False,False,1710,0,293,0,0,0,False,False
18:54:06,0,0,0,False,True,False,False,1697,0,301,0,0,0,False,False
18:54:07,0,0,0,False,True,False,False,1682,0,326,0,0,0,False,False
18:54:08,0,0,0,False,True,False,False,1665,0,332,0,0,0,False,False
18:54:09,0,0,0,False,True,False,False,1652,0,339,0,0,0,False,False
18:54:10,0,0,0,False,True,False,False,1634,0,366,0,0,0,False,False
18:54:11,0,0,0,False,True,False,False,1623,0,370,0,0,0,False,False
18:54:12,0,0,0,False,True,False,False,1606,0,388,0,0,0,False,False
18:54:13,0,0,0,False,True,False,False,1592,0,383,0,0,0,False,False
18:54:14,0,0,0,False,True,False,False,1575,0,409,0,0,0,False,False
18:54:15,0,0,0,False,True,False,False,1560,0,414,0,0,0,False,False
18:54:16,0,0,0,False,True,False,False,1544,0,439,0,0,0,False,False
18:54:17,0,0,0,False,True,False,False,1530,0,449,0,0,0,False,False
18:54:18,0,0,0,False,True,False,False,1517,0,461,0,0,0,False,False
18:54:19,0,0,0,False,True,False,False,1501,0,474,0,0,0,False,False
18:54:20,0,0,0,False,True,False,False,1489,0,492,0,0,0,False,False
18:54:21,0,0,0,False,True,False,False,1470,0,498,0,0,0,False,False
18:54:22,0,0,0,False,True,False,False,1458,0,498,0,0,0,False,False
18:54:23,0,0,0,False,True,False,False,1441,0,521,0,0,0,False,False
18:54:24,0,0,0,False,True,False,False,1428,0,536,0,0,0,False,False
18:54:25,0,0,0,False,True,False,False,1408,0,539,0,0,0,False,False
18:54:26,0,0,0,False,True,False,False,1394,0,557,0,0,0,False,False
18:54:27,0,0,0,False,True,False,False,1380,0,577,0,0,0,False,False
18:54:28,0,0,0,False,True,False,False,1364,0,585,0,0,0,False,False
18:54:29,0,0,0,False,True,False,False,1352,0,588,0,0,0,False,False
18:54:30,0,0,0,False,True,False,False,1334,0,606,0,0,0,False,False
18:54:31,0,0,0,False,True,False,False,1320,0,594,0,0,0,False,False
18:54:32,0,0,0,False,True,False,False,1305,0,629,0,0,0,False,False
18:54:33,0,0,0,False,True,False,False,1291,0,635,0,0,0,False,False
18:54:34,0,0,0,False,True,False,False,1274,0,639,0,0,0,False,False
18:54:35,0,0,0,False,True,False,False,1262,0,664,0,0,0,False,False
18:54:36,0,0,0,False,True,False,False,1249,0,675,0,0,0,False,False
18:54:37,0,0,0,False,True,False,False,1234,0,695,0,0,0,False,False
18:54:38,0,0,0,False,True,False,False,1219,0,702,0,0,0,False,False
18:54:39,0,0,0,False,True,False,False,1202,0,707,0,0,0,False,False
18:54:40,0,0,0,False,True,False,False,1190,0,723,0,0,0,False,False
18:54:41,0,0,0,False,True,False,False,1173,0,742,0,0,0,False,False
18:54:42,0,0,0,False,True,False,False,1160,0,758,0,0,0,False,False
18:54:43,0,0,0,False,True,False,False,1145,0,756,0,0,0,False,False
18:54:44,0,0,0,False,True,False,False,1130,0,773,0,0,0,False,False
18:54:45,0,0,0,False,True,False,False,1115,0,791,0,0,0,False,False
18:54:46,0,0,0,False,True,False,False,1101,0,802,0,0,0,False,False
18:54:47,0,0,0,False,False,False,False,1087,0,810,0,0,0,False,False
18:54:48,0,0,0,False,False,False,False,1085,0,812,0,0,0,True,False
18:54:49,0,0,0,False,False,False,False,1087,13,808,10,0,0,True,False
18:54:50,0,0,0,False,False,False,False,1085,30,804,10,0,0,True,False
18:54:51,0,0,0,False,False,False,False,1079,42,800,14,0,0,True,False
18:54:52,0,0,0,False,False,False,False,1073,79,794,21,0,0,True,False
18:54:53,0,0,0,False,False,False,False,1069,113,791,21,0,0,True,False
18:54:54,0,0,0,False,False,False,False,1064,147,787,27,0,0,True,False
18:54:55,0,0,0,False,False,False,False,1058,190,782,32,0,0,True,False
18:54:56,0,0,0,False,False,False,False,1054,221,779,39,0,0,True,False
18:54:57,0,0,0,False,False,False,False,1048,257,773,39,0,0,True,False
18:54:58,0,0,0,False,False,False,False,1043,284,769,44,0,0,True,False
18:54:59,0,0,0,False,False,False,False,1037,308,764,50,0,0,True,False
18:55:00,0,0,0,False,False,False,False,1032,321,760,59,0,0,True,False
18:55:01,0,0,0,False,False,False,False,1026,342,754,59,0,0,True,False
18:55:02,0,0,0,False,False,False,False,1022,356,751,64,0,0,True,False
18:55:03,0,0,0,False,False,False,False,1015,366,747,70,0,0,True,False
18:55:04,0,0,0,False,False,False,False,1012,380,741,77,0,0,True,False
18:55:05,0,0,0,False,False,False,False,1007,390,737,77,0,0,True,False
18:55:06,0,0,0,False,False,False,False,1001,408,732,83,0,0,True,False
18:55:07,0,0,0,False,False,False,False,997,418,728,89,0,0,True,False
18:55:08,0,0,0,False,False,False,False,990,431,723,96,0,0,True,False
18:55:09,0,0,0,False,False,False,False,986,439,718,96,0,0,True,False
18:55:10,0,0,0,False,False,False,False,980,451,713,101,0,0,True,False
18:55:11,0,0,0,False,False,False,False,976,461,709,107,0,0,True,False
18:55:12,0,0,0,False,False,False,False,970,473,704,115,0,0,True,False
18:55:13,0,0,0,False,False,False,False,965,481,700,115,0,0,True,False
18:55:14,0,0,0,False,False,False,False,960,492,695,121,0,0,True,False
18:55:15,0,0,0,False,False,False,False,954,504,690,121,0,0,True,False
18:55:16,0,0,0,False,False,False,False,950,514,686,126,0,0,True,False
18:55:17,0,0,0,False,False,False,False,944,522,680,134,0,0,True,False
18:55:18,0,0,0,False,False,False,False,940,531,676,140,0,0,True,False
18:55:19,0,0,0,False,False,False,False,934,544,671,140,0,0,True,False
18:55:20,0,0,0,False,False,False,False,929,552,667,146,0,0,True,False
18:55:21,0,0,0,False,False,False,False,923,563,661,153,0,0,True,False
18:55:22,0,0,0,False,False,False,False,919,571,657,160,0,0,True,False
18:55:23,0,0,0,False,False,False,False,912,581,654,160,0,0,True,False
18:55:24,0,0,0,False,False,False,False,909,591,649,166,0,0,True,False
18:55:25,0,0,0,False,False,False,False,903,598,644,172,0,0,True,False
18:55:26,0,0,0,False,False,False,False,898,610,639,179,0,0,True,False
18:55:27,0,0,0,False,False,False,False,892,618,635,179,0,0,True,False
18:55:28,0,0,0,False,False,False,False,887,629,629,185,0,0,True,False
18:55:29,0,0,0,False,False,False,False,882,637,625,191,0,0,True,False
18:55:30,0,0,0,False,False,False,False,876,648,620,197,0,0,True,False
18:55:31,0,0,0,False,False,False,False,871,655,617,197,0,0,True,False
18:55:32,0,0,0,False,False,False,False,865,665,613,204,0,0,True,False
