Tank_1-0-20%_to_20-40%,Tank_1-20-40%_to_0-20%,Tank_1-20-40%_to_40-60%,Tank_1-40-60%_to_20-40%,Tank_1-40-60%_to_60-80%,Tank_1-60-80%_to_40-60%,Tank_1-60-80%_to_80-100%,Tank_1-80-100%_to_60-80%,Tank_1-80-100%_to_OVERFLOW,Tank_1-OVERFLOW_to_80-100%,Tank_4-0-20%_to_20-40%,Tank_4-20-40%_to_0-20%,Tank_4-20-40%_to_40-60%,Tank_4-40-60%_to_20-40%,Tank_4-40-60%_to_60-80%,Tank_4-60-80%_to_40-60%,Tank_4-60-80%_to_80-100%,Tank_4-80-100%_to_60-80%,Tank_4-80-100%_to_OVERFLOW,Tank_4-OVERFLOW_to_80-100%,Tank_5-0-20%_to_20-40%,Tank_5-20-40%_to_0-20%,Tank_5-20-40%_to_40-60%,Tank_5-40-60%_to_20-40%,Tank_5-40-60%_to_60-80%,Tank_5-60-80%_to_40-60%,Tank_5-60-80%_to_80-100%,Tank_5-80-100%_to_60-80%,Tank_5-80-100%_to_OVERFLOW,Tank_5-OVERFLOW_to_80-100%,Tank_6-0-20%_to_20-40%,Tank_6-20-40%_to_0-20%,Tank_6-20-40%_to_40-60%,Tank_6-40-60%_to_20-40%,Tank_6-40-60%_to_60-80%,Tank_6-60-80%_to_40-60%,Tank_6-60-80%_to_80-100%,Tank_6-80-100%_to_60-80%,Tank_6-80-100%_to_OVERFLOW,Tank_6-OVERFLOW_to_80-100%,Tank_7-0-20%_to_20-40%,Tank_7-20-40%_to_0-20%,Tank_7-20-40%_to_40-60%,Tank_7-40-60%_to_20-40%,Tank_7-40-60%_to_60-80%,Tank_7-60-80%_to_40-60%,Tank_7-60-80%_to_80-100%,Tank_7-80-100%_to_60-80%,Tank_7-80-100%_to_OVERFLOW,Tank_7-OVERFLOW_to_80-100%,Tank_8-0-20%_to_20-40%,Tank_8-20-40%_to_0-20%,Tank_8-20-40%_to_40-60%,Tank_8-40-60%_to_20-40%,Tank_8-40-60%_to_60-80%,Tank_8-60-80%_to_40-60%,Tank_8-60-80%_to_80-100%,Tank_8-80-100%_to_60-80%,Tank_8-80-100%_to_OVERFLOW,Tank_8-OVERFLOW_to_80-100%,Fitness,Label
2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,1,1,0,0,2,2,1,1,0,0,0,0,2,0,2,2,3,3,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,0,0,2,0,0,0.5,A
0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,3,0.5957446808510638,A
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7954545454545454,A
0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7441860465116279,A
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6956521739130435,A
0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,3,0.5957446808510638,A
0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,3,0.5957446808510638,A
0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7441860465116279,A
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7954545454545454,A
2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,1,1,0,0,2,2,1,1,0,0,0,0,2,0,2,2,3,3,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,0,0,2,0,0,0.5,A
0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7441860465116279,A
0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,3,0.5957446808510638,A
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6956521739130435,A
0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7441860465116279,A
2,2,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,3,3,0,0,1,1,0,0,2,2,1,1,0,0,0,0,2,0,2,2,3,3,0,0,0,0,0,2,2,2,0,0,0,2,0,0,2,0,0,2,0,0,0.5,A
0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0.7555555555555555,A
0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7441860465116279,A
0,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.7441860465116279,A
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6956521739130435,A
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6956521739130435,A
0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,2,2,2,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.6956521739130435,A
0,0,0,2,0,2,0,0,1,1,0,0,2,0,0,0,0,0,1,1,2,2,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,2,0,0,3,3,0.5957446808510638,A
