Tank_1-0-50%_to_50-100%,Tank_1-50-100%_to_0-50%,Tank_1-50-100%_to_OVERFLOW,Tank_1-OVERFLOW_to_50-100%,Tank_4-0-50%_to_50-100%,Tank_4-50-100%_to_0-50%,Tank_4-50-100%_to_OVERFLOW,Tank_4-OVERFLOW_to_50-100%,Tank_5-0-50%_to_50-100%,Tank_5-50-100%_to_0-50%,Tank_5-50-100%_to_OVERFLOW,Tank_5-OVERFLOW_to_50-100%,Tank_6-0-50%_to_50-100%,Tank_6-50-100%_to_0-50%,Tank_6-50-100%_to_OVERFLOW,Tank_6-OVERFLOW_to_50-100%,Tank_7-0-50%_to_50-100%,Tank_7-50-100%_to_0-50%,Tank_7-50-100%_to_OVERFLOW,Tank_7-OVERFLOW_to_50-100%,Tank_8-0-50%_to_50-100%,Tank_8-50-100%_to_0-50%,Tank_8-50-100%_to_OVERFLOW,Tank_8-OVERFLOW_to_50-100%,Fitness,Label
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0.40740740740740744,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0.40740740740740744,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0.40740740740740744,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0.40740740740740744,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
0,2,0,0,0,2,0,0,0,0,2,2,0,0,2,2,2,0,0,0,0,2,0,0,0.40740740740740744,A
2,0,5,5,2,0,0,0,2,0,1,1,0,0,0,0,0,2,4,4,2,2,0,0,0.17948717948717952,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,0,0,1,0,5,5,0,0,0,0,1,0,2,2,2,2,1,1,0,0,0,0,0.32432432432432434,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,1,3,3,1,2,0,0,0,0,7,7,1,0,0,0,0,0,0,0,2,0,1,1,0.24390243902439024,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
2,0,2,2,0,2,0,0,2,2,0,0,0,2,1,1,0,0,1,1,0,2,2,2,0.22580645161290325,A
2,2,1,1,0,0,2,2,0,0,3,3,0,2,0,0,0,2,0,0,2,0,0,0,0.29032258064516125,A
