Tank_1-0-50%_to_50-100%,Tank_1-50-100%_to_0-50%,Tank_1-50-100%_to_OVERFLOW,Tank_1-OVERFLOW_to_50-100%,Tank_4-0-50%_to_50-100%,Tank_4-50-100%_to_0-50%,Tank_4-50-100%_to_OVERFLOW,Tank_4-OVERFLOW_to_50-100%,Tank_5-0-50%_to_50-100%,Tank_5-50-100%_to_0-50%,Tank_5-50-100%_to_OVERFLOW,Tank_5-OVERFLOW_to_50-100%,Tank_6-0-50%_to_50-100%,Tank_6-50-100%_to_0-50%,Tank_6-50-100%_to_OVERFLOW,Tank_6-OVERFLOW_to_50-100%,Tank_7-0-50%_to_50-100%,Tank_7-50-100%_to_0-50%,Tank_7-50-100%_to_OVERFLOW,Tank_7-OVERFLOW_to_50-100%,Tank_8-0-50%_to_50-100%,Tank_8-50-100%_to_0-50%,Tank_8-50-100%_to_OVERFLOW,Tank_8-OVERFLOW_to_50-100%,Fitness,Label
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0.6799999999999999,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,0,4,4,2,2,1,1,0,0,0,0,0,2,2,2,0,2,0,0,2,2,0,0,0.21212121212121215,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,1,1,1,0,0,0,2,0,1,1,1,0,1,1,0,2,5,5,0,2,0,0,0.2857142857142857,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,1,1,1,0,0,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0.5925925925925926,A
0,0,6,6,2,0,0,0,0,0,2,2,0,0,1,1,0,2,0,0,0,2,0,0,0.3513513513513513,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
0,1,0,0,1,2,0,0,3,1,6,6,1,2,0,0,0,2,2,2,0,0,0,0,0.21621621621621623,A
