Tank_1-0-50%_to_50-100%,Tank_1-50-100%_to_0-50%,Tank_1-50-100%_to_OVERFLOW,Tank_1-OVERFLOW_to_50-100%,Tank_4-0-50%_to_50-100%,Tank_4-50-100%_to_0-50%,Tank_4-50-100%_to_OVERFLOW,Tank_4-OVERFLOW_to_50-100%,Tank_5-0-50%_to_50-100%,Tank_5-50-100%_to_0-50%,Tank_5-50-100%_to_OVERFLOW,Tank_5-OVERFLOW_to_50-100%,Tank_6-0-50%_to_50-100%,Tank_6-50-100%_to_0-50%,Tank_6-50-100%_to_OVERFLOW,Tank_6-OVERFLOW_to_50-100%,Tank_7-0-50%_to_50-100%,Tank_7-50-100%_to_0-50%,Tank_7-50-100%_to_OVERFLOW,Tank_7-OVERFLOW_to_50-100%,Tank_8-0-50%_to_50-100%,Tank_8-50-100%_to_0-50%,Tank_8-50-100%_to_OVERFLOW,Tank_8-OVERFLOW_to_50-100%,Fitness,Label
0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.6551724137931034,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.6551724137931034,A
0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.6551724137931034,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.6551724137931034,A
0,1,0,0,1,0,1,1,1,1,4,4,1,2,1,1,2,2,0,0,0,2,0,0,0.24242424242424243,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.6551724137931034,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
0,1,0,0,1,0,1,1,1,1,4,4,1,2,1,1,2,2,0,0,0,2,0,0,0.24242424242424243,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
0,1,0,0,1,0,1,1,1,1,4,4,1,2,1,1,2,2,0,0,0,2,0,0,0.24242424242424243,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
2,1,2,2,1,0,2,2,1,1,0,0,1,2,3,3,0,2,0,0,2,2,0,0,0.12121212121212122,A
2,1,3,3,1,2,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,2,0.25806451612903225,A
0,1,1,1,1,2,0,0,0,0,2,2,1,0,1,1,0,2,1,1,0,2,0,0,0.3448275862068966,A
0,1,0,0,1,0,1,1,1,1,4,4,1,2,1,1,2,2,0,0,0,2,0,0,0.24242424242424243,A
0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0.6551724137931034,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
2,1,3,3,1,2,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,2,2,0.25806451612903225,A
0,1,3,3,1,2,0,0,1,1,0,0,1,0,0,0,2,2,1,1,0,2,0,0,0.2222222222222222,A
